item_id,transaction_id,product_id,product_name,category,price
92,44,17,Bagel & Cream Cheese,Food,5.5
93,45,9,Chai Latte,Tea,4.0
94,45,19,Club Sandwich,Food,9.0
95,45,2,Americano,Coffee,3.0
96,45,20,Caesar Salad,Food,8.0
97,46,4,Latte,Coffee,4.5
98,46,12,Smoothie,Cold Drink,5.0
99,47,9,Chai Latte,Tea,4.0
100,48,18,Granola Bowl,Food,7.0
101,48,12,Smoothie,Cold Drink,5.0
102,48,13,Croissant,Pastry,3.0
103,49,2,Americano,Coffee,3.0
104,50,16,Avocado Toast,Food,8.5
105,50,4,Latte,Coffee,4.5
106,51,3,Cappuccino,Coffee,4.0
107,52,5,Flat White,Coffee,4.0
108,52,16,Avocado Toast,Food,8.5
109,53,4,Latte,Coffee,4.5
110,54,13,Croissant,Pastry,3.0
111,55,2,Americano,Coffee,3.0
112,55,6,Mocha,Coffee,4.75
113,55,3,Cappuccino,Coffee,4.0
114,56,16,Avocado Toast,Food,8.5
115,56,13,Croissant,Pastry,3.0
116,57,14,Blueberry Muffin,Pastry,3.25
117,57,8,Green Tea,Tea,2.75
118,58,4,Latte,Coffee,4.5
119,59,4,Latte,Coffee,4.5
120,59,1,Espresso,Coffee,2.5
121,60,13,Croissant,Pastry,3.0
122,61,3,Cappuccino,Coffee,4.0
123,62,19,Club Sandwich,Food,9.0
124,62,4,Latte,Coffee,4.5
125,63,3,Cappuccino,Coffee,4.0
126,63,3,Cappuccino,Coffee,4.0
127,64,3,Cappuccino,Coffee,4.0
128,65,13,Croissant,Pastry,3.0
129,65,2,Americano,Coffee,3.0
130,66,15,Banana Bread,Pastry,3.5
131,67,19,Club Sandwich,Food,9.0
132,68,1,Espresso,Coffee,2.5
133,69,4,Latte,Coffee,4.5
134,70,3,Cappuccino,Coffee,4.0
135,70,4,Latte,Coffee,4.5
136,71,11,Fresh OJ,Cold Drink,3.5
137,72,15,Banana Bread,Pastry,3.5
138,72,10,Herbal Infusion,Tea,2.75
139,72,1,Espresso,Coffee,2.5
140,73,6,Mocha,Coffee,4.75
141,74,7,Cold Brew,Coffee,4.5
142,74,14,Blueberry Muffin,Pastry,3.25
143,75,14,Blueberry Muffin,Pastry,3.25
144,75,4,Latte,Coffee,4.5
145,76,12,Smoothie,Cold Drink,5.0
146,77,15,Banana Bread,Pastry,3.5
147,78,3,Cappuccino,Coffee,4.0
148,78,4,Latte,Coffee,4.5
149,79,15,Banana Bread,Pastry,3.5
150,80,7,Cold Brew,Coffee,4.5
151,80,9,Chai Latte,Tea,4.0
152,81,4,Latte,Coffee,4.5
153,82,3,Cappuccino,Coffee,4.0
154,83,3,Cappuccino,Coffee,4.0
155,84,10,Herbal Infusion,Tea,2.75
156,84,13,Croissant,Pastry,3.0
157,84,2,Americano,Coffee,3.0
158,84,17,Bagel & Cream Cheese,Food,5.5
159,85,4,Latte,Coffee,4.5
160,85,17,Bagel & Cream Cheese,Food,5.5
161,85,2,Americano,Coffee,3.0
162,85,1,Espresso,Coffee,2.5
163,85,8,Green Tea,Tea,2.75
164,86,2,Americano,Coffee,3.0
165,86,4,Latte,Coffee,4.5
166,86,10,Herbal Infusion,Tea,2.75
167,87,7,Cold Brew,Coffee,4.5
168,88,2,Americano,Coffee,3.0
169,88,15,Banana Bread,Pastry,3.5
170,88,12,Smoothie,Cold Drink,5.0
171,88,4,Latte,Coffee,4.5
172,89,13,Croissant,Pastry,3.0
173,90,1,Espresso,Coffee,2.5
174,90,4,Latte,Coffee,4.5
175,90,4,Latte,Coffee,4.5
176,91,3,Cappuccino,Coffee,4.0
177,92,14,Blueberry Muffin,Pastry,3.25
178,93,19,Club Sandwich,Food,9.0
179,93,8,Green Tea,Tea,2.75
180,94,2,Americano,Coffee,3.0
181,95,11,Fresh OJ,Cold Drink,3.5
182,95,15,Banana Bread,Pastry,3.5
183,95,3,Cappuccino,Coffee,4.0
184,96,8,Green Tea,Tea,2.75
185,96,2,Americano,Coffee,3.0
186,97,13,Croissant,Pastry,3.0
187,98,2,Americano,Coffee,3.0
188,99,3,Cappuccino,Coffee,4.0
189,100,2,Americano,Coffee,3.0
190,101,14,Blueberry Muffin,Pastry,3.25
191,101,4,Latte,Coffee,4.5
192,102,13,Croissant,Pastry,3.0
193,102,3,Cappuccino,Coffee,4.0
194,102,19,Club Sandwich,Food,9.0
195,102,4,Latte,Coffee,4.5
196,103,5,Flat White,Coffee,4.0
197,103,18,Granola Bowl,Food,7.0
198,104,8,Green Tea,Tea,2.75
199,104,16,Avocado Toast,Food,8.5
200,104,4,Latte,Coffee,4.5
201,104,4,Latte,Coffee,4.5
202,105,5,Flat White,Coffee,4.0
203,106,4,Latte,Coffee,4.5
204,106,5,Flat White,Coffee,4.0
205,106,17,Bagel & Cream Cheese,Food,5.5
206,106,6,Mocha,Coffee,4.75
207,107,15,Banana Bread,Pastry,3.5
208,107,13,Croissant,Pastry,3.0
209,107,3,Cappuccino,Coffee,4.0
210,107,19,Club Sandwich,Food,9.0
211,108,9,Chai Latte,Tea,4.0
212,109,20,Caesar Salad,Food,8.0
213,110,17,Bagel & Cream Cheese,Food,5.5
214,110,5,Flat White,Coffee,4.0
215,110,4,Latte,Coffee,4.5
216,111,18,Granola Bowl,Food,7.0
217,111,20,Caesar Salad,Food,8.0
218,112,4,Latte,Coffee,4.5
219,113,10,Herbal Infusion,Tea,2.75
220,113,15,Banana Bread,Pastry,3.5
221,114,2,Americano,Coffee,3.0
222,114,7,Cold Brew,Coffee,4.5
223,114,4,Latte,Coffee,4.5
224,114,4,Latte,Coffee,4.5
225,115,5,Flat White,Coffee,4.0
226,116,17,Bagel & Cream Cheese,Food,5.5
227,116,2,Americano,Coffee,3.0
228,116,5,Flat White,Coffee,4.0
229,116,5,Flat White,Coffee,4.0
230,116,4,Latte,Coffee,4.5
231,117,15,Banana Bread,Pastry,3.5
232,117,20,Caesar Salad,Food,8.0
233,117,18,Granola Bowl,Food,7.0
234,118,13,Croissant,Pastry,3.0
235,118,14,Blueberry Muffin,Pastry,3.25
236,119,15,Banana Bread,Pastry,3.5
237,120,3,Cappuccino,Coffee,4.0
238,120,2,Americano,Coffee,3.0
239,121,19,Club Sandwich,Food,9.0
240,121,20,Caesar Salad,Food,8.0
241,121,4,Latte,Coffee,4.5
242,121,17,Bagel & Cream Cheese,Food,5.5
243,122,13,Croissant,Pastry,3.0
244,122,6,Mocha,Coffee,4.75
245,123,5,Flat White,Coffee,4.0
246,124,4,Latte,Coffee,4.5
247,125,16,Avocado Toast,Food,8.5
248,126,4,Latte,Coffee,4.5
249,126,8,Green Tea,Tea,2.75
250,126,2,Americano,Coffee,3.0
251,127,11,Fresh OJ,Cold Drink,3.5
252,127,14,Blueberry Muffin,Pastry,3.25
253,128,13,Croissant,Pastry,3.0
254,129,18,Granola Bowl,Food,7.0
255,130,2,Americano,Coffee,3.0
256,130,3,Cappuccino,Coffee,4.0
257,130,13,Croissant,Pastry,3.0
258,131,1,Espresso,Coffee,2.5
259,131,15,Banana Bread,Pastry,3.5
260,132,17,Bagel & Cream Cheese,Food,5.5
261,133,1,Espresso,Coffee,2.5
262,133,1,Espresso,Coffee,2.5
263,134,14,Blueberry Muffin,Pastry,3.25
264,135,7,Cold Brew,Coffee,4.5
265,135,3,Cappuccino,Coffee,4.0
266,136,7,Cold Brew,Coffee,4.5
267,137,1,Espresso,Coffee,2.5
268,138,20,Caesar Salad,Food,8.0
269,139,17,Bagel & Cream Cheese,Food,5.5
270,139,13,Croissant,Pastry,3.0
271,140,6,Mocha,Coffee,4.75
272,140,2,Americano,Coffee,3.0
273,141,1,Espresso,Coffee,2.5
274,141,16,Avocado Toast,Food,8.5
275,141,2,Americano,Coffee,3.0
276,142,13,Croissant,Pastry,3.0
277,142,6,Mocha,Coffee,4.75
278,143,3,Cappuccino,Coffee,4.0
279,143,13,Croissant,Pastry,3.0
280,144,16,Avocado Toast,Food,8.5
281,144,16,Avocado Toast,Food,8.5
282,145,13,Croissant,Pastry,3.0
283,145,13,Croissant,Pastry,3.0
284,146,2,Americano,Coffee,3.0
285,147,3,Cappuccino,Coffee,4.0
286,147,6,Mocha,Coffee,4.75
287,148,17,Bagel & Cream Cheese,Food,5.5
288,148,3,Cappuccino,Coffee,4.0
289,149,12,Smoothie,Cold Drink,5.0
290,150,8,Green Tea,Tea,2.75
291,150,13,Croissant,Pastry,3.0
292,150,1,Espresso,Coffee,2.5
293,151,4,Latte,Coffee,4.5
294,151,2,Americano,Coffee,3.0
295,151,8,Green Tea,Tea,2.75
296,152,13,Croissant,Pastry,3.0
297,152,5,Flat White,Coffee,4.0
298,153,11,Fresh OJ,Cold Drink,3.5
299,153,10,Herbal Infusion,Tea,2.75
300,153,14,Blueberry Muffin,Pastry,3.25
301,154,12,Smoothie,Cold Drink,5.0
302,154,16,Avocado Toast,Food,8.5
303,154,18,Granola Bowl,Food,7.0
304,155,14,Blueberry Muffin,Pastry,3.25
305,155,3,Cappuccino,Coffee,4.0
306,155,15,Banana Bread,Pastry,3.5
307,155,1,Espresso,Coffee,2.5
308,156,13,Croissant,Pastry,3.0
309,156,2,Americano,Coffee,3.0
310,156,2,Americano,Coffee,3.0
311,156,4,Latte,Coffee,4.5
312,156,3,Cappuccino,Coffee,4.0
313,157,15,Banana Bread,Pastry,3.5
314,157,7,Cold Brew,Coffee,4.5
315,157,18,Granola Bowl,Food,7.0
316,158,1,Espresso,Coffee,2.5
317,159,7,Cold Brew,Coffee,4.5
318,160,5,Flat White,Coffee,4.0
319,160,11,Fresh OJ,Cold Drink,3.5
320,161,12,Smoothie,Cold Drink,5.0
321,162,14,Blueberry Muffin,Pastry,3.25
322,163,12,Smoothie,Cold Drink,5.0
323,163,5,Flat White,Coffee,4.0
324,164,12,Smoothie,Cold Drink,5.0
325,165,17,Bagel & Cream Cheese,Food,5.5
326,166,5,Flat White,Coffee,4.0
327,167,4,Latte,Coffee,4.5
328,167,5,Flat White,Coffee,4.0
329,167,15,Banana Bread,Pastry,3.5
330,168,2,Americano,Coffee,3.0
331,168,13,Croissant,Pastry,3.0
332,168,8,Green Tea,Tea,2.75
333,169,3,Cappuccino,Coffee,4.0
334,170,16,Avocado Toast,Food,8.5
335,170,17,Bagel & Cream Cheese,Food,5.5
336,171,16,Avocado Toast,Food,8.5
337,172,20,Caesar Salad,Food,8.0
338,172,12,Smoothie,Cold Drink,5.0
339,173,3,Cappuccino,Coffee,4.0
340,173,13,Croissant,Pastry,3.0
341,173,10,Herbal Infusion,Tea,2.75
342,173,7,Cold Brew,Coffee,4.5
343,174,17,Bagel & Cream Cheese,Food,5.5
344,174,1,Espresso,Coffee,2.5
345,175,2,Americano,Coffee,3.0
346,175,2,Americano,Coffee,3.0
347,176,7,Cold Brew,Coffee,4.5
348,177,5,Flat White,Coffee,4.0
349,177,1,Espresso,Coffee,2.5
350,177,19,Club Sandwich,Food,9.0
351,177,16,Avocado Toast,Food,8.5
352,177,13,Croissant,Pastry,3.0
353,178,2,Americano,Coffee,3.0
354,178,14,Blueberry Muffin,Pastry,3.25
355,179,19,Club Sandwich,Food,9.0
356,180,13,Croissant,Pastry,3.0
357,181,13,Croissant,Pastry,3.0
358,181,10,Herbal Infusion,Tea,2.75
359,182,3,Cappuccino,Coffee,4.0
360,182,13,Croissant,Pastry,3.0
361,183,8,Green Tea,Tea,2.75
362,183,1,Espresso,Coffee,2.5
363,184,5,Flat White,Coffee,4.0
364,184,1,Espresso,Coffee,2.5
365,185,2,Americano,Coffee,3.0
366,185,5,Flat White,Coffee,4.0
367,186,7,Cold Brew,Coffee,4.5
368,186,3,Cappuccino,Coffee,4.0
369,186,2,Americano,Coffee,3.0
370,186,14,Blueberry Muffin,Pastry,3.25
371,187,4,Latte,Coffee,4.5
372,187,4,Latte,Coffee,4.5
373,187,6,Mocha,Coffee,4.75
374,188,17,Bagel & Cream Cheese,Food,5.5
375,189,7,Cold Brew,Coffee,4.5
376,189,19,Club Sandwich,Food,9.0
377,190,4,Latte,Coffee,4.5
378,190,1,Espresso,Coffee,2.5
379,191,2,Americano,Coffee,3.0
380,192,7,Cold Brew,Coffee,4.5
381,193,1,Espresso,Coffee,2.5
382,193,13,Croissant,Pastry,3.0
383,193,5,Flat White,Coffee,4.0
384,193,16,Avocado Toast,Food,8.5
385,194,2,Americano,Coffee,3.0
386,195,13,Croissant,Pastry,3.0
387,195,19,Club Sandwich,Food,9.0
388,196,4,Latte,Coffee,4.5
389,197,4,Latte,Coffee,4.5
390,198,7,Cold Brew,Coffee,4.5
391,198,18,Granola Bowl,Food,7.0
392,198,7,Cold Brew,Coffee,4.5
393,198,2,Americano,Coffee,3.0
394,199,17,Bagel & Cream Cheese,Food,5.5
395,199,17,Bagel & Cream Cheese,Food,5.5
396,200,20,Caesar Salad,Food,8.0
397,201,16,Avocado Toast,Food,8.5
398,202,15,Banana Bread,Pastry,3.5
399,202,16,Avocado Toast,Food,8.5
400,203,2,Americano,Coffee,3.0
401,203,16,Avocado Toast,Food,8.5
402,204,16,Avocado Toast,Food,8.5
403,204,9,Chai Latte,Tea,4.0
404,204,4,Latte,Coffee,4.5
405,204,3,Cappuccino,Coffee,4.0
406,205,1,Espresso,Coffee,2.5
407,206,8,Green Tea,Tea,2.75
408,206,3,Cappuccino,Coffee,4.0
409,207,16,Avocado Toast,Food,8.5
410,207,10,Herbal Infusion,Tea,2.75
411,208,13,Croissant,Pastry,3.0
412,208,15,Banana Bread,Pastry,3.5
413,209,8,Green Tea,Tea,2.75
414,209,16,Avocado Toast,Food,8.5
415,209,13,Croissant,Pastry,3.0
416,209,4,Latte,Coffee,4.5
417,209,1,Espresso,Coffee,2.5
418,210,4,Latte,Coffee,4.5
419,210,14,Blueberry Muffin,Pastry,3.25
420,211,4,Latte,Coffee,4.5
421,211,7,Cold Brew,Coffee,4.5
422,212,6,Mocha,Coffee,4.75
423,212,19,Club Sandwich,Food,9.0
424,212,18,Granola Bowl,Food,7.0
425,213,7,Cold Brew,Coffee,4.5
426,213,17,Bagel & Cream Cheese,Food,5.5
427,213,8,Green Tea,Tea,2.75
428,213,2,Americano,Coffee,3.0
429,214,8,Green Tea,Tea,2.75
430,215,17,Bagel & Cream Cheese,Food,5.5
431,215,14,Blueberry Muffin,Pastry,3.25
432,216,1,Espresso,Coffee,2.5
433,216,8,Green Tea,Tea,2.75
434,217,6,Mocha,Coffee,4.75
435,217,15,Banana Bread,Pastry,3.5
436,217,5,Flat White,Coffee,4.0
437,217,19,Club Sandwich,Food,9.0
438,218,2,Americano,Coffee,3.0
439,219,4,Latte,Coffee,4.5
440,219,12,Smoothie,Cold Drink,5.0
441,220,8,Green Tea,Tea,2.75
442,220,10,Herbal Infusion,Tea,2.75
443,221,15,Banana Bread,Pastry,3.5
444,221,14,Blueberry Muffin,Pastry,3.25
445,222,3,Cappuccino,Coffee,4.0
446,222,1,Espresso,Coffee,2.5
447,223,16,Avocado Toast,Food,8.5
448,224,13,Croissant,Pastry,3.0
449,225,3,Cappuccino,Coffee,4.0
450,226,9,Chai Latte,Tea,4.0
451,227,3,Cappuccino,Coffee,4.0
452,227,4,Latte,Coffee,4.5
453,228,8,Green Tea,Tea,2.75
454,228,7,Cold Brew,Coffee,4.5
455,229,20,Caesar Salad,Food,8.0
456,230,7,Cold Brew,Coffee,4.5
457,231,13,Croissant,Pastry,3.0
458,231,2,Americano,Coffee,3.0
459,231,12,Smoothie,Cold Drink,5.0
460,232,6,Mocha,Coffee,4.75
461,233,3,Cappuccino,Coffee,4.0
462,233,13,Croissant,Pastry,3.0
463,233,17,Bagel & Cream Cheese,Food,5.5
464,233,7,Cold Brew,Coffee,4.5
465,234,13,Croissant,Pastry,3.0
466,234,4,Latte,Coffee,4.5
467,235,16,Avocado Toast,Food,8.5
468,236,2,Americano,Coffee,3.0
469,236,20,Caesar Salad,Food,8.0
470,237,3,Cappuccino,Coffee,4.0
471,237,2,Americano,Coffee,3.0
472,238,15,Banana Bread,Pastry,3.5
473,238,10,Herbal Infusion,Tea,2.75
474,239,2,Americano,Coffee,3.0
475,239,13,Croissant,Pastry,3.0
476,240,4,Latte,Coffee,4.5
477,241,5,Flat White,Coffee,4.0
478,242,17,Bagel & Cream Cheese,Food,5.5
479,242,15,Banana Bread,Pastry,3.5
480,242,13,Croissant,Pastry,3.0
481,242,13,Croissant,Pastry,3.0
482,243,12,Smoothie,Cold Drink,5.0
483,243,6,Mocha,Coffee,4.75
484,243,9,Chai Latte,Tea,4.0
485,244,11,Fresh OJ,Cold Drink,3.5
486,244,15,Banana Bread,Pastry,3.5
487,245,16,Avocado Toast,Food,8.5
488,246,13,Croissant,Pastry,3.0
489,246,14,Blueberry Muffin,Pastry,3.25
490,247,7,Cold Brew,Coffee,4.5
491,247,1,Espresso,Coffee,2.5
492,248,11,Fresh OJ,Cold Drink,3.5
493,248,1,Espresso,Coffee,2.5
494,249,19,Club Sandwich,Food,9.0
495,250,6,Mocha,Coffee,4.75
496,250,20,Caesar Salad,Food,8.0
497,251,13,Croissant,Pastry,3.0
498,251,5,Flat White,Coffee,4.0
499,252,15,Banana Bread,Pastry,3.5
500,252,20,Caesar Salad,Food,8.0
501,252,7,Cold Brew,Coffee,4.5
502,253,3,Cappuccino,Coffee,4.0
503,254,17,Bagel & Cream Cheese,Food,5.5
504,254,1,Espresso,Coffee,2.5
505,255,1,Espresso,Coffee,2.5
506,255,14,Blueberry Muffin,Pastry,3.25
507,256,8,Green Tea,Tea,2.75
508,257,4,Latte,Coffee,4.5
509,257,17,Bagel & Cream Cheese,Food,5.5
510,257,20,Caesar Salad,Food,8.0
511,258,18,Granola Bowl,Food,7.0
512,258,12,Smoothie,Cold Drink,5.0
513,258,6,Mocha,Coffee,4.75
514,259,6,Mocha,Coffee,4.75
515,260,4,Latte,Coffee,4.5
516,260,14,Blueberry Muffin,Pastry,3.25
517,260,16,Avocado Toast,Food,8.5
518,261,4,Latte,Coffee,4.5
519,262,14,Blueberry Muffin,Pastry,3.25
520,263,3,Cappuccino,Coffee,4.0
521,263,15,Banana Bread,Pastry,3.5
522,263,14,Blueberry Muffin,Pastry,3.25
523,264,1,Espresso,Coffee,2.5
524,264,19,Club Sandwich,Food,9.0
525,264,19,Club Sandwich,Food,9.0
526,264,2,Americano,Coffee,3.0
527,265,4,Latte,Coffee,4.5
528,266,5,Flat White,Coffee,4.0
529,267,4,Latte,Coffee,4.5
530,267,3,Cappuccino,Coffee,4.0
531,268,10,Herbal Infusion,Tea,2.75
532,269,16,Avocado Toast,Food,8.5
533,270,14,Blueberry Muffin,Pastry,3.25
534,270,7,Cold Brew,Coffee,4.5
535,270,14,Blueberry Muffin,Pastry,3.25
536,271,13,Croissant,Pastry,3.0
537,271,1,Espresso,Coffee,2.5
538,272,12,Smoothie,Cold Drink,5.0
539,273,13,Croissant,Pastry,3.0
540,274,1,Espresso,Coffee,2.5
541,274,9,Chai Latte,Tea,4.0
542,275,3,Cappuccino,Coffee,4.0
543,275,18,Granola Bowl,Food,7.0
544,275,9,Chai Latte,Tea,4.0
545,275,4,Latte,Coffee,4.5
546,276,6,Mocha,Coffee,4.75
547,277,13,Croissant,Pastry,3.0
548,277,1,Espresso,Coffee,2.5
549,277,6,Mocha,Coffee,4.75
550,277,5,Flat White,Coffee,4.0
551,277,7,Cold Brew,Coffee,4.5
552,278,5,Flat White,Coffee,4.0
553,278,20,Caesar Salad,Food,8.0
554,279,10,Herbal Infusion,Tea,2.75
555,279,4,Latte,Coffee,4.5
556,280,19,Club Sandwich,Food,9.0
557,281,19,Club Sandwich,Food,9.0
558,281,4,Latte,Coffee,4.5
559,281,10,Herbal Infusion,Tea,2.75
560,282,2,Americano,Coffee,3.0
561,282,20,Caesar Salad,Food,8.0
562,283,5,Flat White,Coffee,4.0
563,283,15,Banana Bread,Pastry,3.5
564,283,19,Club Sandwich,Food,9.0
565,284,19,Club Sandwich,Food,9.0
566,284,7,Cold Brew,Coffee,4.5
567,285,14,Blueberry Muffin,Pastry,3.25
568,285,1,Espresso,Coffee,2.5
569,286,2,Americano,Coffee,3.0
570,287,7,Cold Brew,Coffee,4.5
571,288,11,Fresh OJ,Cold Drink,3.5
572,288,15,Banana Bread,Pastry,3.5
573,289,20,Caesar Salad,Food,8.0
574,289,4,Latte,Coffee,4.5
575,290,2,Americano,Coffee,3.0
576,291,19,Club Sandwich,Food,9.0
577,292,1,Espresso,Coffee,2.5
578,293,16,Avocado Toast,Food,8.5
579,294,4,Latte,Coffee,4.5
580,295,15,Banana Bread,Pastry,3.5
581,295,4,Latte,Coffee,4.5
582,295,4,Latte,Coffee,4.5
583,295,15,Banana Bread,Pastry,3.5
584,296,9,Chai Latte,Tea,4.0
585,296,19,Club Sandwich,Food,9.0
586,297,15,Banana Bread,Pastry,3.5
587,297,6,Mocha,Coffee,4.75
588,297,8,Green Tea,Tea,2.75
589,298,1,Espresso,Coffee,2.5
590,298,20,Caesar Salad,Food,8.0
591,299,9,Chai Latte,Tea,4.0
592,299,15,Banana Bread,Pastry,3.5
593,300,13,Croissant,Pastry,3.0
594,300,5,Flat White,Coffee,4.0
595,301,14,Blueberry Muffin,Pastry,3.25
596,302,9,Chai Latte,Tea,4.0
597,302,11,Fresh OJ,Cold Drink,3.5
598,303,8,Green Tea,Tea,2.75
599,303,5,Flat White,Coffee,4.0
600,304,14,Blueberry Muffin,Pastry,3.25
601,304,5,Flat White,Coffee,4.0
602,304,5,Flat White,Coffee,4.0
603,305,7,Cold Brew,Coffee,4.5
604,305,1,Espresso,Coffee,2.5
605,306,19,Club Sandwich,Food,9.0
606,306,14,Blueberry Muffin,Pastry,3.25
607,306,9,Chai Latte,Tea,4.0
608,307,12,Smoothie,Cold Drink,5.0
609,307,3,Cappuccino,Coffee,4.0
610,308,1,Espresso,Coffee,2.5
611,308,3,Cappuccino,Coffee,4.0
612,309,5,Flat White,Coffee,4.0
613,309,3,Cappuccino,Coffee,4.0
614,310,12,Smoothie,Cold Drink,5.0
615,310,11,Fresh OJ,Cold Drink,3.5
616,311,18,Granola Bowl,Food,7.0
617,311,11,Fresh OJ,Cold Drink,3.5
618,311,13,Croissant,Pastry,3.0
619,312,6,Mocha,Coffee,4.75
620,313,18,Granola Bowl,Food,7.0
621,313,19,Club Sandwich,Food,9.0
622,314,12,Smoothie,Cold Drink,5.0
623,314,17,Bagel & Cream Cheese,Food,5.5
624,314,19,Club Sandwich,Food,9.0
625,315,13,Croissant,Pastry,3.0
626,316,3,Cappuccino,Coffee,4.0
627,316,1,Espresso,Coffee,2.5
628,317,8,Green Tea,Tea,2.75
629,317,8,Green Tea,Tea,2.75
630,318,1,Espresso,Coffee,2.5
631,318,14,Blueberry Muffin,Pastry,3.25
632,318,9,Chai Latte,Tea,4.0
633,319,7,Cold Brew,Coffee,4.5
634,319,5,Flat White,Coffee,4.0
635,319,16,Avocado Toast,Food,8.5
636,319,7,Cold Brew,Coffee,4.5
637,320,14,Blueberry Muffin,Pastry,3.25
638,321,1,Espresso,Coffee,2.5
639,322,10,Herbal Infusion,Tea,2.75
640,323,18,Granola Bowl,Food,7.0
641,323,20,Caesar Salad,Food,8.0
642,324,16,Avocado Toast,Food,8.5
643,324,15,Banana Bread,Pastry,3.5
644,325,13,Croissant,Pastry,3.0
645,325,17,Bagel & Cream Cheese,Food,5.5
646,326,8,Green Tea,Tea,2.75
647,327,6,Mocha,Coffee,4.75
648,327,20,Caesar Salad,Food,8.0
649,327,16,Avocado Toast,Food,8.5
650,328,8,Green Tea,Tea,2.75
651,328,5,Flat White,Coffee,4.0
652,329,2,Americano,Coffee,3.0
653,330,18,Granola Bowl,Food,7.0
654,330,17,Bagel & Cream Cheese,Food,5.5
655,330,4,Latte,Coffee,4.5
656,330,17,Bagel & Cream Cheese,Food,5.5
657,331,1,Espresso,Coffee,2.5
658,331,12,Smoothie,Cold Drink,5.0
